"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r648","البرازل","البرازل","al-Barāzil","ar","NA","1898-12-17","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r638","ابو نواس","ابو نواس","Abū Nuwās","ar","NA","1898-12-25","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r726","البيان","البيان","al-Bayān","ar","NA","1899","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r729","الفوضى","الفوضى","al-Fawḍā","ar","NA","1899","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r730","الغازيتية السودانية","الغازيتية السودانية","al-Ghāzītiyya al-Sūdāniyya","ar","NA","1899","","geon:379252","Khartoum","الخرطوم","al-Kharṭūm","15.55177","32.53241","T","F"
"jaraid:t1r738","الاسكندرية","الاسكندرية","al-Iskandariyya","ar","NA","1899","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r739","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1899","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r743","الكوكب الدري","الكوكب الدري","al-Kawkab al-Durrī","ar","NA","1899","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r749","المغرب","المغرب","al-Maghrib","ar","NA","1899","","geon:2530335","Tangier","طنجة","Tangier","35.76727","-5.79975","F","F"
"jaraid:t1r757","المشير","المشير","al-Mushīr","ar","NA","1899","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r772","التمدن","التمدن","al-Tamaddun","ar","NA","1899","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","T","F"
"jaraid:t1r774","الواجبات","الواجبات","al-Wājibāt","ar","NA","1899","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r732","حديقة المعارف","حديقة المعارف","Ḥadīqat al-Maʿārif","ar","NA","1899","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r764","صدى الاهرام","صدى الاهرام","Ṣadā al-Ahrām","ar","NA","1899","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r770","صوق العصر","صوق العصر","Ṣūq al-ʿAṣr","ar","NA","1899","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r758","المستشار","المستشار","al-Mustashār","ar","NA","1899","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r768","سياحتي","سياحتي","Siyāḥatī","ar","ota","1899","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
"jaraid:t1r736","ادريس","ادريس","Idrīs","ar","NA","1899-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r751","مجلة الجمعية الزراعية الخديوية","مجلة الجمعية الزراعية الخديوية","Majallat al-Jamʿiyya al-Zirāʿiyya al-Khudaywiyya","ar","NA","1899-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r762","روضة البحرين","روضة البحرين","Rawḍat al-Baḥrayn","ar","NA","1899-01-01","","geon:349158","Shibin el-Kom","شبين الكوم","Shabīn al-Kawm","30.55258","31.00904","T","F"
"jaraid:t1r765","صدى الجنوب","صدى الجنوب","Ṣadā al-Janūb","ar","NA","1899-01-01","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r728","البرصة المصرية","البرصة المصرية","al-Burṣa al-Miṣriyya","ar","NA","1899-01-21","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r750","المحبة","المحبة","al-Maḥabba","ar","NA","1899-01-25","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r773","التودد","التودد","al-Tawaddud","ar","fr","1899-02-05","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","T"
"jaraid:t1r753","المناظر","المناظر","al-Manāẓir","ar","NA","1899-02-09","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r756","المنصف","المنصف","al-Munṣif","ar","ota fa fr","1899-02-15","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r735","حمارة منيتي","حمارة منيتي","Ḥimārat Munyatī","ar","arz","1899-02-24","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r731","غزل البنات","غزل البنات","Ghazl al-Banāt","ar","arz","1899-02-27","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r769","الصبح","الصبح","al-Ṣubḥ","ar","NA","1899-03-01","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r722","انين مظلوم","انين مظلوم","Anīn Maẓlūm","ar","ota","1899-03-06","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r778","الظهور","الظهور","al-Ẓuhūr","ar","NA","1899-03-08","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r741","الجامعة","الجامعة","al-Jāmiʿa","ar","NA","1899-03-15","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","T"
"jaraid:t1r742","الجامعة العثمانية","الجامعة العثمانية","al-Jāmiʿa al-ʿUthmāniyya","ar","NA","1899-03-15","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","T"
"jaraid:t1r719","العائلة","العائلة","al-ʿĀʾila","ar","NA","1899-04-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r763","روضة المعارف","روضة المعارف","Rawḍat al-Maʿārif","ar","NA","1899-05-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r748","المدارس","المدارس","al-Madāris","ar","NA","1899-05-04","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r724","الاساس العلمي","الاساس العلمي","al-Asās al-ʿIlmī","ar","NA","1899-05-17","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r847","المبدء الصحيح","المبدء الصحيح","al-Mabdaʾ al-Ṣaḥīḥ","ar","NA","1899-05-18","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r755","الممتاز","الممتاز","al-Mumtāz","ar","NA","1899-05-20","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r727","برهان الحق","برهان الحق","Burhān al-Ḥaqq","ar","NA","1899-05-22","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r759","المستشار","المستشار","al-Mustashār","ar","NA","1899-06-01","","geon:349158","Shibin el-Kom","شبين الكوم","Shabīn al-Kawm","30.55258","31.00904","F","F"
"jaraid:t1r733","الحياة","الحياة","al-Ḥayāt","ar","NA","1899-06-09","","geon:359796","Suez","سويس","Suways","29.97371","32.52627","T","F"
"jaraid:t1r737","الارشاد","الارشاد","al-Irshād","ar","NA","1899-07-14","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r744","الكوكب المصري","الكوكب المصري","al-Kawkab al-Miṣrī","ar","NA","1899-07-23","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r740","الاعتدال","الاعتدال","al-Iʿtidāl","ar","NA","1899-08-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r734","الحكمة","الحكمة","al-Ḥikma","ar","NA","1899-08-01","","geon:359173","Beni Suef","بني سويف","Beni Suef","29.07441","31.09785","T","F"
"jaraid:t1r767","سلسلة الروايات","سلسلة الروايات","Silsilat al-Riwāyāt","ar","NA","1899-08-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r746","الكوثر","الكوثر","al-Kawthar","ar","NA","1899-08-16","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r745","الكوكب الساري","الكوكب الساري","al-Kawkab al-Sārī","ar","NA","1899-09-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r761","النور","النور","al-Nūr","ar","NA","1899-09-09","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r754","الغرب","الغرب","Mirʾāt al-Gharb","ar","NA","1899-09-19","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","T","T"
"jaraid:t1r747","الخلافة","الخلافة","al-Khilāfa","ar","NA","1899-09-28","","geon:2643743","London","لندن","London","51.50853","-0.12574","T","F"
"jaraid:t1r771","التذكار","التذكار","al-Tadhkār","ar","NA","1899-10-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r721","الامال","الامال","al-Āmāl","ar","NA","1899-10-08","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r760","النصيح","النصيح","al-Nāṣiḥ","ar","NA","1899-10-11","","geon:2507480","Algiers","الجزائر","Algiers","36.73225","3.08746","T","F"
"jaraid:t1r848","ثمرات الاذهان","ثمرات الاذهان","Thamarāt al-Adhhān","ar","NA","1899-11-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r766","الشهامة","الشهامة","al-Shahāma","ar","NA","1899-11-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r723","الاسد المرقسي","الاسد المرقسي","al-Asad al-Murqusī","ar","NA","1899-11-23","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r775","الوكيل","الوكيل","al-Wakīl","ar","NA","1899-12-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r776","الوطنية","الوطنية","al-Waṭaniyya","ar","NA","1899-12-01","","geon:4560349","Philadelphia","فيلادلفيا","Philadelphia","39.95233","-75.16379","F","F"
"jaraid:t1r2146","الوطنية","الوطنية","al-Waṭaniyya","ar","NA","1899-12-01","","geon:4560349","Philadelphia","فيلادلفيا","Philadelphia","39.95233","-75.16379","F","F"
"jaraid:t1r777","زهرة الكلية","زهرة الكلية","Zahrat al-Kulliyya","ar","NA","1899-12-10","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r752","المنارة","المنارة","al-Manāra","ar","NA","1899-12-14","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r780","ابو نواس","ابو نواس","Abū Nuwās","ar","NA","1900","","geon:3469034","Brazil","بلاد برازيل","Brazil","-10","-55","F","F"
"jaraid:t1r783","الاخاء","الاخاء","al-Ikhāʾ","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r1398","الاخاء","الاخاء","al-Ikhāʾ","ar","NA","1900","","geon:347236","Ṭūkh Qalyūbiyya","طوخ قليوبية","Ṭūkh Qalyūbiyya","30.35487","31.20105","F","F"
"jaraid:t1r802","الجزائري","الجزائري","al-Jazāʾirī","ar","NA","1900","","geon:2507480","Algiers","الجزائر","Algiers","36.73225","3.08746","F","F"
"jaraid:t1r803","الكنيسة","الكنيسة","al-Kanīsa","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r813","المنار","المنار","al-Manār","ar","NA","1900","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r815","المنشر","المنشر","al-Minshar","ar","NA","1900","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r818","النهضة الادبية","النهضة الادبية","al-Nahḍa al-Adabiyya","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r821","القليوبية","القليوبية","al-Qalyūbiyya","ar","NA","1900","","geon:359280","Banha","بنهة","Banha","30.45977","31.1842","F","F"
"jaraid:t1r825","الرسول","الرسول","al-Rasūl","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r826","الرياض","الرياض","al-Riyāḍ","ar","NA","1900","","geon:1264733","Lucknow","مدينة لكنأو","Lucknow","26.83928","80.92313","F","F"
"jaraid:t1r1366","الشرقية","الشرقية","al-Sharqiyya","ar","NA","1900","","geon:359493","Zagazig","الزقازيق","al-Zaqāzīq","30.58768","31.502","F","F"
"jaraid:t1r836","الشعب","الشعب","al-Shaʿb","ar","NA","1900","","oape:408","Ghawānābārā","غوانابارى","Ghawānābārā","NA","NA","F","F"
"jaraid:t1r832","السهام","السهام","al-Sihām","ar","NA","1900","","","","","","","","F","F"
"jaraid:t1r781","العدل","العدل","al-ʿAdl","ar","NA","1900","","geon:3451190","Rio de Janeiro","ريو دي جانيرو","Rio de Janeiro","-22.90642","-43.18223","F","F"
"jaraid:t1r796","الحديقة","الحديقة","al-Ḥadīqa","ar","NA","1900","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r797","الحمارة","الحمارة","al-Ḥammāra","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1367","الصبوة","الصبوة","al-Ṣabwa","ar","NA","1900","","geon:359493","Zagazig","الزقازيق","al-Zaqāzīq","30.58768","31.502","F","F"
"jaraid:t1r1368","الصبى","الصبى","al-Ṣabā","ar","NA","1900","","geon:359493","Zagazig","الزقازيق","al-Zaqāzīq","30.58768","31.502","F","F"
"jaraid:t1r786","اين شمس","اين شمس","Ayn Shams","ar","cop","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r820","نور الاسلام","نور الاسلام","Nūr al-Islām","ar","NA","1900","","geon:359493","Zagazig","الزقازيق","al-Zaqāzīq","30.58768","31.502","F","F"
"jaraid:t1r839","تاج المعارف","تاج المعارف","Tāj al-Maʿārif","ar","NA","1900","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r830","صدى لبنان","صدى لبنان","Ṣadā Lubnān","ar","NA","1900","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r795","الغزالة","الغزالة","al-Ghazāla","ar","NA","1900-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r811","المجموعة الرسمية للمحاكم الاهلية","المجموعة الرسمية للمحاكم الاهلية","al-Majmūʿa al-Rasmiyya li'l-Maḥākim al-Ahliyya","ar","NA","1900-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r824","الرئيس","الرئيس","al-Raʾīs","ar","NA","1900-01-01","","geon:8041193","Jounieh","جونية","Jounieh","33.41627","36.15134","T","F"
"jaraid:t1r834","الصواب","الصواب","al-Ṣawāb","ar","NA","1900-01-01","","geon:3451190","Rio de Janeiro","ريو دي جانيرو","Rio de Janeiro","-22.90642","-43.18223","F","F"
"jaraid:t1r789","بوق الاصلاح","بوق الاصلاح","Būq al-Iṣlāḥ","ar","NA","1900-01-01","","geon:359783","Asyut","أسيوط","Asyut","27.18096","31.18368","F","F"
"jaraid:t1r833","سبول الهدى","سبول الهدى","Subūl al-Hudā","ar","NA","1900-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r807","اللواء","اللواء","al-Liwāʾ","ar","NA","1900-01-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r822","القدس","القدس","al-Quds","ar","NA","1900-01-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r812","مكارم الاخلاق الاسلامية","مكارم الاخلاق الاسلامية","Makārim al-Akhlāq al-Islāmiyya","ar","NA","1900-01-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r799","الانذار","الانذار","al-Indhār","ar","NA","1900-01-08","","geon:352344","Minya","منية","Minya","31.12624","31.64313","F","F"
"jaraid:t1r814","المفتاح","المفتاح","al-Miftāḥ","ar","NA","1900-01-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r840","التمثيل","التمثيل","al-Tamthīl","ar","NA","1900-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
