"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r1951","الجرس","الجرس","al-Jaras","ar","NA","1927-07-15","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2579","الاضاحي","الاضاحي","al-Aḍāḥī","ar","NA","1927-07-21","","geon:277130","Baalbek","بعلبك","Baʿalbak","34.00583","36.21806","F","F"
"jaraid:t1r3105","المناغش المجنون","المناغش المجنون","al-Manāghish al-Majnūn","ar","NA","1927-08-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2941","النهضة العراقية","النهضة العراقية","al-Nahḍa al-ʿIrāqiyya","ar","NA","1927-08-10","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1846","ابو نواس","ابو نواس","Abū Nuwwās","ar","NA","1927-08-17","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2942","النظام","النظام","al-Niẓām","ar","NA","1927-08-22","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1849","الاعلانات","الاعلانات","al-Iʿlānāt","ar","NA","1927-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1848","اليجارة","اليجارة","al-Ījārat","ar","NA","1927-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1850","العصور","العصور","al-ʿUṣūr","ar","NA","1927-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r1847","الحلاوة","الحلاوة","al-Ḥalāwa","ar","NA","1927-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1232","الظاهر","الظاهر","al-Ẓāhir","ar","NA","1927-09-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2670","الحياة المصورة","الحياة المصورة","al-Ḥayāt al-Muṣawwara","ar","NA","1927-09-06","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1517","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1927-09-08","","geon:2503826","Biskra","بسكرة","Biskra","34.85038","5.72805","F","F"
"jaraid:t1r3223","الباستيل الجديد","الباستيل الجديد","al-Bāstīl al-Jadīd","ar","hy","1927-09-10","","geon:173389","Qalʿat al-Qadmūs","قلعة القدموس","Qalʿat al-Qadmūs","35.09855","36.15984","F","F"
"jaraid:t1r1376","الاخلاق","الاخلاق","al-Akhlāq","ar","NA","1927-09-15","","geon:359783","Asyut","أسيوط","Asyut","27.18096","31.18368","F","F"
"jaraid:t1r1312","النديم","النديم","al-Nadīm","ar","NA","1927-09-16","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r3231","الحكمة","الحكمة","al-Ḥikma","ar","NA","1927-10-01","","geon:281184","Jerusalem","القدس","al-Quds","31.76904","35.21633","T","T"
"jaraid:t1r1372","شمس الكمال","شمس الكمال","Shams al-Kamāl","ar","NA","1927-10-01","","geon:360995","Giza","الجيزة","al-Jīza","30.00944","31.20861","F","F"
"jaraid:t1r1851","الناقد","الناقد","al-Nāqid","ar","NA","1927-10-03","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1852","الشعلة","الشعلة","al-Shaʿla","ar","NA","1927-10-03","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2829","صوت الحق","صوت الحق","Ṣawt al-Ḥaqq","ar","NA","1927-10-06","","geon:293253","Jaffa","يافا","Yāfā","32.05043","34.75224","F","F"
"jaraid:t1r2758","مارج","مارج","Mārij","ar","NA","1927-10-07","","geon:173334","Kuneitrah","القنيطرة","Qunayṭra","33.12594","35.82461","F","F"
"jaraid:t1r1853","مجلة الشرق الادني","مجلة الشرق الادني","Majallat al-Sharq al-Adanī","ar","NA","1927-10-11","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2782","صدى العرب","صدى العرب","Ṣadā al-ʿArab","ar","NA","1927-10-13","","geon:250441","Amman","عمّان","Amman","31.95522","35.94503","F","F"
"jaraid:t1r1854","مصر الحديثة المصورة","مصر الحديثة المصورة","Miṣr al-Ḥadītha al-Muṣawwara","ar","NA","1927-10-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2489","الى الامام","الى الامام","Ilā al-Imām","ar","NA","1927-10-17","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2024","الطرائف الادبية","الطرائف الادبية","al-Ṭarāʾif al-Adabiyya","ar","NA","1927-10-27","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1855","الممثل","الممثل","al-Mumaththil","ar","NA","1927-10-28","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2187","الخالدات","الخالدات","al-Khālidāt","ar","NA","1927-11-01","","NA","NA","NA","NA","NA","NA","F","F"
"jaraid:t1r3006","النهضة الحضرمية","النهضة الحضرمية","al-Nahḍa al-Ḥaḍramiyya","ar","NA","1927-11-01","","geon:1450486","Mukallā","مكلى","Mukallā","33.28261","67.15723","F","F"
"jaraid:t1r3288","الحديث","الحديث","al-Ḥadīth","ar","NA","1927-11-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1856","الستار","الستار","al-Sitār","ar","NA","1927-11-03","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1857","المدفع المصور","المدفع المصور","al-Madfaʿ al-Muṣawwar","ar","NA","1927-11-07","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2671","السهام","السهام","al-Sihām","ar","NA","1927-11-10","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1339","الاقلام","الاقلام","al-Aqlām","ar","NA","1927-11-14","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r2672","الحياة الادبية","الحياة الادبية","al-Ḥayāt al-Adabiyya","ar","NA","1927-11-15","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1233","الكشاف","الكشاف","al-Kashshāf","ar","NA","1927-11-29","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1236","المستقبل","المستقبل","al-Mustaqbal","ar","NA","1927-12-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1858","المستقبل","المستقبل","al-Mustaqbal","ar","NA","1927-12-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3297","الثقافة","الثقافة","al-Thaqāfa","ar","NA","1927-12-01","","geon:99577","al-ʿAshshār","العشار","al-ʿAshshār","30.51565","47.84078","F","F"
"jaraid:t1r3289","مجلة دار المعلمين","مجلة دار المعلمين","Majallat Dār al-Muʿallimīn","ar","NA","1927-12-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1234","النور","النور","al-Nūr","ar","NA","1927-12-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3232","الكلية العربية","الكلية العربية","al-Kulliyya al-ʿArabiyya","ar","NA","1927-12-15","","geon:281184","Jerusalem","القدس","al-Quds","31.76904","35.21633","T","T"
"jaraid:t1r2946","البرهان","البرهان","al-Burhān","ar","NA","1928","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1397","الاسعاد","الاسعاد","al-Isʿād","ar","NA","1928","","geon:358108","Disūq","دسوق","Disūq","31.13259","30.64784","F","F"
"jaraid:t1r2297","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1928","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","T","F"
"jaraid:t1r1992","المجلة المصورة","المجلة المصورة","al-Majalla al-Muṣawwara","ar","NA","1928","","geon:358619","Port Said","بور سعيد","Port Said","31.26531","32.3019","F","F"
"jaraid:t1r1871","المنارة المرقسية","المنارة المرقسية","al-Mināra al-Murqusiyya","ar","NA","1928","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1867","النشرة الشهرية للشؤون البيطرية","النشرة الشهرية للشؤون البيطرية","al-Nashra al-Shahriyya li-l-Shuʾūn al-Bayṭariyya","ar","NA","1928","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2677","النظام","النظام","al-Niẓām","ar","NA","1928","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1876","الاوتوموبيل","الاوتوموبيل","al-Ūtūmūbīl","ar","NA","1928","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1238","الصور الاجتماعية","الصور الاجتماعية","al-Ṣuwar al-Ijtimāʿiyya","ar","NA","1928","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3021","الدهناء","الدهناء","al-Dahnāʾ","ar","NA","1928-01-01","","geon:1625822","Surabaya","سورابايا","Surabaya","-7.24917","112.75083","T","F"
"jaraid:t1r3141","المحراث","المحراث","al-Miḥrāth","ar","NA","1928-01-01","","geon:276692","Bayt Shabāb","بيت شباب","Bayt Shabāb","33.93083","35.67222","F","F"
"jaraid:t1r3316","الرابطة","الرابطة","al-Rābiṭa","ar","NA","1928-01-01","","geon:1642911","Batavia","جاكارتا","Batavia","-6.21462","106.84513","T","F"
"jaraid:t1r1859","التربية الحديثة","التربية الحديثة","al-Tarbiyya al-Ḥadītha","ar","NA","1928-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3290","التربية والتعليم","التربية والتعليم","al-Tarbiyya wa-l-Taʿlīm","ar","NA","1928-01-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","T","F"
"jaraid:t1r2188","العاصمة","العاصمة","al-ʿĀṣima","ar","NA","1928-01-01","","geon:4140963","Washington, DC","Washington, DC","Washington, DC","38.89511","-77.03637","F","F"
"jaraid:t1r2177","الحق","الحق","al-Ḥaqq","ar","NA","1928-01-01","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r3106","الف ليلة الليلة","الف ليلة الليلة","Alf Layla wa-Layla","ar","NA","1928-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r2531","بيبلوس","بيبلوس","Bīblūs","ar","NA","1928-01-01","","geon:278944","ʿAmshīt","عمشيت","ʿAmshīt","34.14777","35.64435","F","F"
"jaraid:t1r1976","كلية اسيوط","كلية اسيوط","Kulliyyat Asyūṭ","ar","NA","1928-01-01","","geon:359783","Asyut","أسيوط","Asyut","27.18096","31.18368","F","F"
"jaraid:t1r1860","مجلة تقدم العلاج","مجلة تقدم العلاج","Majallat Taqaddum al-ʿIlāj","ar","NA","1928-01-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1861","الطلبة المصريون","الطلبة المصريون","al-Ṭalba al-Miṣriyyūn","ar","NA","1928-01-12","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2778","الاذمية","الاذمية","al-Adhamiyya","ar","NA","1928-01-18","","geon:105540","Jabla","جبلة","Jabla","28.59111","42.59466","F","F"
"jaraid:t1r2490","النشرة التجارية الاقتصادية","النشرة التجارية الاقتصادية","al-Nashra al-Tijāriyya al-Iqtiṣādiyya","ar","NA","1928-01-18","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1862","الجديد","الجديد","al-Jadīd","ar","NA","1928-01-22","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1863","النجوم","النجوم","al-Nujūm","ar","NA","1928-01-26","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3291","الاقلام","الاقلام","al-Iqlām","ar","NA","1928-02-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3188","المصباح","المصباح","al-Miṣbāḥ","ar","NA","1928-02-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3107","السيارة","السيارة","al-Sayyāra","ar","NA","1928-02-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3187","الطب الحديث","الطب الحديث","al-Ṭibb al-Ḥadīth","ar","NA","1928-02-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3186","الحياة الادبية","الحياة الادبية","al-Ḥayāt al-Adabiyya","ar","NA","1928-02-02","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1864","الازهر","الازهر","al-Azhar","ar","NA","1928-02-04","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r1402","السمر","السمر","al-Samar","ar","NA","1928-02-05","","geon:347796","Sohag","سوحاج","Sūḥāj","26.55695","31.69478","F","F"
"jaraid:t1r1865","الاحاديث","الاحاديث","al-Aḥādīth","ar","NA","1928-02-13","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2943","الصراحة","الصراحة","al-Ṣarrāḥa","ar","NA","1928-02-16","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2491","النشرة العقارية","النشرة العقارية","al-Nashra al-ʿAqqāriyya","ar","NA","1928-02-17","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2749","التاج","التاج","al-Tāj","ar","NA","1928-02-20","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1866","السيف والناس","السيف والناس","al-Sayf wa-l-Nās","ar","NA","1928-02-26","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1409","الجريدة التجارية","الجريدة التجارية","al-Jarīda al-Tijāriyya","ar","NA","1928-02-28","","geon:379252","Khartoum","الخرطوم","al-Kharṭūm","15.55177","32.53241","F","F"
"jaraid:t1r2345","اليقظة","اليقظة","al-Yaqẓa","ar","NA","1928-03-01","","geon:3844421","Mendoza","مندوزا","Mendoza","-32.89084","-68.82717","F","F"
"jaraid:t1r2817","الى الامام","الى الامام","Ilā al-Amām","ar","NA","1928-03-01","","geon:281184","Jerusalem","القدس","al-Quds","31.76904","35.21633","F","F"
"jaraid:t1r1868","مجلة العلاج الطبي","مجلة العلاج الطبي","Majallat al-ʿIlāj al-Ṭibbī","ar","NA","1928-03-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1952","طب الاسنان العام","طب الاسنان العام","Ṭibb al-Asnān al-ʿĀmm","ar","NA","1928-03-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1390","الوفاق","الوفاق","al-Wafāq","ar","NA","1928-03-14","","geon:358821","Balqās","بلقاس","Balqās","31.21452","31.35798","F","F"
"jaraid:t1r2492","الفلكي","الفلكي","al-Falakī","ar","NA","1928-03-30","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2255","الدليل","الدليل","al-Dalīl","ar","NA","1928-04-01","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r2329","الدليل","الدليل","al-Dalīl","ar","NA","1928-04-01","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r3298","الاقتصاد","الاقتصاد","al-Iqtiṣād","ar","NA","1928-04-01","","geon:99577","al-ʿAshshār","العشار","al-ʿAshshār","30.51565","47.84078","F","F"
"jaraid:t1r1870","النشرة الدورية","النشرة الدورية","al-Nashra al-Dawriyya","ar","NA","1928-04-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2254","الشرق","الشرق","al-Sharq","ar","NA","1928-04-01","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r3189","العصى لمن عصى","العصى لمن عصى","al-ʿAṣā li-man ʿAṣā","ar","NA","1928-04-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3196","دوحة الميماس","دوحة الميماس","Dawḥat al-Mīmās","ar","NA","1928-04-01","","geon:169577","Homs","Ḩimş","Ḥomṣ","34.72682","36.72339","F","F"
"jaraid:t1r2076","عامل النقل في العالم","عامل النقل في العالم","ʿĀmil al-Naql fī al-ʿĀlam","ar","NA","1928-04-01","","geon:3031582","Bordeaux","بوردو","Bordeaux","44.84044","-0.5805","F","F"
"jaraid:t1r2750","السلام","السلام","al-Salām","ar","NA","1928-04-06","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r2944","صدى الكرخ","صدى الكرخ","Ṣadā al-Karkh","ar","NA","1928-04-17","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2751","الاهالي","الاهالي","al-Ahālī","ar","NA","1928-04-18","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1869","سبور","سبور","Sbūr","ar","NA","1928-04-27","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1382","النجات","النجات","al-Najāt","ar","NA","1928-05-06","","geon:359280","Banha","بنهة","Banha","30.45977","31.1842","F","F"
"jaraid:t1r1872","الراي العام المصور","الراي العام المصور","al-Rāy al-ʿĀmm al-Muṣawwar","ar","NA","1928-05-17","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2818","المعاد","المعاد","al-Maʿād","ar","NA","1928-05-18","","geon:281184","Jerusalem","القدس","al-Quds","31.76904","35.21633","F","F"
"jaraid:t1r1873","الثبات","الثبات","al-Thabāt","ar","NA","1928-05-18","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2945","اللواء","اللواء","al-Liwāʾ","ar","NA","1928-05-20","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2493","الخبير","الخبير","al-Khabīr","ar","NA","1928-05-23","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3320","الدهناء","الدهناء","al-Dahnāʾ","ar","NA","1928-06-01","","geon:1625822","Surabaya","سورابايا","Surabaya","-7.24917","112.75083","F","F"
"jaraid:t1r1874","التلميذ","التلميذ","al-Tilmīdh","ar","NA","1928-06-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3323","الشرق","الشرق","Mirʾāt al-Sharq","ar","NA","1928-06-01","","geon:1621177","Yogyakarta","يوجياكرتا","Yogyakarta","-7.80139","110.36472","F","F"
"jaraid:t1r1953","النديم","النديم","al-Nadīm","ar","NA","1928-06-07","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1355","الاقاليم","الاقاليم","al-Aqālīm","ar","NA","1928-06-12","","geon:360686","Minya","المنيى","al-Minyā","28.09193","30.75813","F","F"
"jaraid:t1r1969","التاج المصري","التاج المصري","al-Tāj al-Miṣrī","ar","NA","1928-06-12","","geon:347497","Tanta","طنطا","Ṭanṭā","30.78847","31.00192","F","F"
"jaraid:t1r3190","مجلة الاعلانات السورية","مجلة الاعلانات السورية","Majallat al-Iʿlānāt al-Sūriyya","ar","NA","1928-06-17","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3309","الكويت","الكويت","al-Kuwayt","ar","NA","1928-06-20","","geon:285570","Kuwait","الكويت","Kuwait","29.5","47.75","F","F"
"jaraid:t1r3108","البادية","البادية","al-Bādiya","ar","NA","1928-07-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2494","صدى التجدد","صدى التجدد","Ṣadā al-Tajaddud","ar","NA","1928-07-04","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2673","الاستقلال","الاستقلال","al-Istiqlāl","ar","NA","1928-07-06","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2674","المرصاد","المرصاد","al-Mirṣād","ar","NA","1928-07-08","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1239","المستقبل الرياضي","المستقبل الرياضي","al-Mustaqbal al-Riyāḍī","ar","NA","1928-07-12","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2495","الراصد","الراصد","al-Rāṣid","ar","NA","1928-07-17","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1383","رواصد المشرق","رواصد المشرق","Rawāṣid al-Mashriq","ar","NA","1928-07-21","","geon:359280","Banha","بنهة","Banha","30.45977","31.1842","F","F"
"jaraid:t1r3299","الهدى","الهدى","al-Hudā","ar","NA","1928-08-01","","geon:99608","Amara","العمارة","al-ʿAmāra","31.83561","47.14483","F","F"
"jaraid:t1r3000","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1928-08-01","","geon:104515","Mecca","مكة","Mecca","21.42664","39.82563","F","F"
"jaraid:t1r3311","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1928-08-01","","geon:104515","Mecca","مكة","Mecca","21.42664","39.82563","F","F"
"jaraid:t1r2675","الخازوق","الخازوق","al-Khāzūq","ar","NA","1928-08-02","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2496","التاريخ","التاريخ","al-Tārīkh","ar","NA","1928-08-07","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2497","البيرق","البيرق","al-Bayraq","ar","NA","1928-08-09","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2676","ابو النواس","ابو النواس","Abū al-Nuwwās","ar","NA","1928-08-13","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1875","الشبيبة المسيحية","الشبيبة المسيحية","al-Shabība al-Masīḥiyya","ar","NA","1928-08-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2752","الجهاد","الجهاد","al-Jihād","ar","NA","1928-08-27","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r2678","القبس","القبس","al-Qabas","ar","NA","1928-09-01","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r1877","العاصمة","العاصمة","al-ʿĀṣima","ar","NA","1928-09-14","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2498","الجريدة","الجريدة","al-Jarīda","ar","NA","1928-10-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1313","الرياضة الاسبوعية","الرياضة الاسبوعية","al-Riyāḍa al-Usbūʿiyya","ar","NA","1928-10-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1878","الحركة","الحركة","al-Ḥaraka","ar","NA","1928-10-14","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1879","الرابطة الشرقية","الرابطة الشرقية","al-Rābiṭa al-Sharqiyya","ar","NA","1928-10-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1880","الشباب والمدفع المصور","الشباب والمدفع المصور","al-Shabāb wa-l-Madfaʿ al-Muṣawwar","ar","NA","1928-10-27","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1883","الهداية الاسلامية","الهداية الاسلامية","al-Hidāya al-Islāmiyya","ar","NA","1928-11-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2947","التقدم","التقدم","al-Taqaddum","ar","NA","1928-11-16","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1881","الفاتح","الفاتح","al-Fātiḥ","ar","NA","1928-11-23","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1882","الازهر","الازهر","al-Azhar","ar","NA","1928-11-25","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r3321","المصباح","المصباح","al-Miṣbāḥ","ar","NA","1928-12-01","","geon:1625822","Surabaya","سورابايا","Surabaya","-7.24917","112.75083","T","F"
"jaraid:t1r1884","العلم والطب","العلم والطب","al-ʿIlm wa-l-Ṭibb","ar","NA","1928-12-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2075","الكفاح النقابي","الكفاح النقابي","al-Kifāḥ al-Niqābī","ar","NA","1928-12-02","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","F"
"jaraid:t1r2499","الفرعون","الفرعون","al-Farʿūn","ar","NA","1928-12-16","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1384","بنهة","بنهة","Banhā","ar","NA","1928-12-23","","geon:359280","Banha","بنهة","Banha","30.45977","31.1842","F","F"
"jaraid:t1r3307","النجم","النجم","al-Najm","ar","NA","1928-12-25","","geon:99072","Mosul","الموصل","Moṣūl","36.335","43.11889","F","F"
"jaraid:t1r2500","تراحيل","تراحيل","Tarāḥīl","ar","NA","1928-12-28","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2315","الاصلاح","الاصلاح","al-Iṣlāḥ","ar","NA","1929","","geon:3871336","Chile","تشيلي","Chile","-33.45694","-70.64827","F","F"
"jaraid:t1r2257","الجعبة","الجعبة","al-Jaʿba","ar","NA","1929","","geon:3448439","Sao Paolo","سان باولو","Sao Paolo","-23.5475","-46.63611","F","F"
"jaraid:t1r2299","المنتقد","المنتقد","al-Muntaqid","ar","NA","1929","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r2680","المضحك المبكي","المضحك المبكي","al-Muḍḥik al-Mubkī","ar","NA","1929","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
